1665807003.817146 server started (25340): version 3.3a, socket /tmp/tmux-1000/default, protocol 8
1665807003.817176 on Linux 5.19.0-2-amd64 #1 SMP PREEMPT_DYNAMIC Debian 5.19.11-1 (2022-09-24)
1665807003.817188 using libevent 2.1.12-stable (poll); ncurses 6.3
1665807003.817252 input_key_build: 0x10e003 (PasteStart) is \033[200~
1665807003.817363 input_key_build: 0x10e1af (KP7) is 7
1665807003.817367 input_key_build: 0x10e1b0 (KP8) is 8
1665807003.817371 input_key_build: 0x10e1b1 (KP9) is 9
1665807003.817374 input_key_build: 0x10e1b2 (KP+) is +
1665807003.817380 input_key_build: 0x10e1b3 (KP4) is 4
1665807003.817393 input_key_build: 0x10e1b4 (KP5) is 5
1665807003.817402 input_key_build: 0x10e1b5 (KP6) is 6
1665807003.817406 input_key_build: 0x10e1b6 (KP1) is 1
1665807003.817410 input_key_build: 0x10e1b7 (KP2) is 2
1665807003.817414 input_key_build: 0x10e1b8 (KP3) is 3
1665807003.817418 input_key_build: 0x10e1b9 (KPEnter) is \n
1665807003.817421 input_key_build: 0x10e1ba (KP0) is 0
1665807003.817425 input_key_build: 0x10e1bb (KP.) is .
1665807003.817430 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1665807003.817434 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1665807003.817437 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1665807003.817442 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1665807003.817446 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1665807003.817450 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1665807003.817454 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1665807003.817457 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1665807003.817461 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1665807003.817465 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1665807003.817471 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1665807003.817476 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1665807003.817480 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1665807003.817484 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1665807003.817488 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1665807003.817492 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1665807003.817496 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1665807003.817500 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1665807003.817506 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1665807003.817510 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1665807003.817522 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1665807003.817526 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1665807003.817531 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1665807003.817535 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1665807003.817539 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1665807003.817543 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1665807003.817547 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1665807003.817551 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1665807003.817554 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1665807003.817559 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1665807003.817562 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1665807003.817566 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1665807003.817570 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1665807003.817574 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1665807003.817578 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1665807003.817582 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1665807003.817586 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1665807003.817590 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1665807003.817594 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1665807003.817598 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1665807003.817602 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1665807003.817606 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1665807003.817610 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1665807003.817614 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1665807003.817617 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1665807003.817621 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1665807003.817625 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1665807003.817629 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1665807003.817633 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1665807003.817637 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1665807003.817641 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1665807003.817645 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1665807003.817649 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1665807003.817653 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1665807003.817657 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1665807003.817661 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1665807003.817665 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1665807003.817669 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1665807003.817673 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1665807003.817677 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1665807003.817681 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1665807003.817688 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1665807003.817692 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1665807003.817697 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1665807003.817701 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1665807003.817705 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1665807003.817709 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1665807003.817713 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1665807003.817717 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1665807003.817721 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1665807003.817727 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1665807003.817731 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1665807003.817735 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1665807003.817739 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1665807003.817743 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1665807003.817747 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1665807003.817751 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1665807003.817760 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1665807003.817764 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1665807003.817769 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1665807003.817773 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1665807003.817777 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1665807003.817781 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1665807003.817785 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1665807003.817790 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1665807003.817794 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1665807003.817798 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1665807003.817802 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1665807003.817806 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1665807003.817810 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1665807003.817814 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1665807003.817818 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1665807003.817822 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1665807003.817826 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1665807003.817835 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1665807003.817840 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1665807003.817844 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1665807003.817848 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1665807003.817852 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1665807003.817856 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1665807003.817861 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1665807003.817865 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1665807003.817869 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1665807003.817873 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1665807003.817877 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1665807003.817881 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1665807003.817885 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1665807003.817889 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1665807003.817894 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1665807003.817898 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1665807003.817902 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1665807003.817906 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1665807003.817910 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1665807003.817914 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1665807003.817919 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1665807003.817923 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1665807003.817929 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1665807003.817933 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1665807003.817938 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1665807003.817942 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1665807003.817946 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1665807003.817950 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1665807003.817955 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1665807003.817959 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1665807003.817963 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1665807003.817967 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1665807003.817971 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1665807003.817975 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1665807003.817980 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1665807003.817984 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1665807003.817988 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1665807003.817992 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1665807003.818001 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1665807003.818005 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1665807003.818009 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1665807003.818014 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1665807003.818018 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1665807003.818024 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1665807003.818029 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1665807003.818033 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1665807003.818037 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1665807003.818041 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1665807003.818046 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1665807003.818050 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1665807003.818054 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1665807003.818058 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1665807003.818062 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1665807003.818066 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1665807003.818071 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1665807003.818075 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1665807003.818079 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1665807003.818083 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1665807003.818087 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1665807003.818091 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1665807003.818095 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1665807003.818099 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1665807003.818104 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1665807003.818108 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1665807003.818114 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1665807003.818118 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1665807003.818123 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1665807003.818127 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1665807003.818131 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1665807003.818135 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1665807003.818139 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1665807003.818143 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1665807003.818148 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1665807003.818152 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1665807003.818156 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1665807003.818160 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1665807003.818164 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1665807003.818168 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1665807003.818173 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1665807003.818179 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1665807003.818202 yylex_token: bind
1665807003.818207 yylex_token: -N
1665807003.818213 yylex_token: Send the prefix key
1665807003.818217 yylex_token: C-b
1665807003.818221 yylex_token: send-prefix
1665807003.818228 cmd_parse_build_commands 0:0: bind
1665807003.818232 cmd_parse_build_commands 0:1: -N
1665807003.818236 cmd_parse_build_commands 0:2: Send the prefix key
1665807003.818240 cmd_parse_build_commands 0:3: C-b
1665807003.818244 cmd_parse_build_commands 0:4 0:0: send-prefix
1665807003.818254 cmd_parse_build_commands 0:0: send-prefix
1665807003.818266 args_parse: flags end at 1 of 1
1665807003.818272 cmd_parse_build_commands: send-prefix
1665807003.818276 args_parse: -N = Send the prefix key
1665807003.818281 args_parse: flags end at 3 of 5
1665807003.818290 args_parse: 3 = C-b (type 1)
1665807003.818295 args_parse: 4 = send-prefix (type 2)
1665807003.818310 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1665807003.818317 cmdq_get_command: [bind-key/0x564b2a0c9540] group 2
1665807003.818321 cmdq_append <global>: [bind-key/0x564b2a0c9540]
1665807003.818327 yylex_token: bind
1665807003.818331 yylex_token: -N
1665807003.818336 yylex_token: Rotate through the panes
1665807003.818340 yylex_token: C-o
1665807003.818345 yylex_token: rotate-window
1665807003.818350 cmd_parse_build_commands 0:0: bind
1665807003.818354 cmd_parse_build_commands 0:1: -N
1665807003.818358 cmd_parse_build_commands 0:2: Rotate through the panes
1665807003.818362 cmd_parse_build_commands 0:3: C-o
1665807003.818366 cmd_parse_build_commands 0:4 0:0: rotate-window
1665807003.818371 cmd_parse_build_commands 0:0: rotate-window
1665807003.818378 args_parse: flags end at 1 of 1
1665807003.818383 cmd_parse_build_commands: rotate-window
1665807003.818387 args_parse: -N = Rotate through the panes
1665807003.818391 args_parse: flags end at 3 of 5
1665807003.818395 args_parse: 3 = C-o (type 1)
1665807003.818399 args_parse: 4 = rotate-window (type 2)
1665807003.818408 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1665807003.818413 cmdq_get_command: [bind-key/0x564b2a0c5480] group 10
1665807003.818418 cmdq_append <global>: [bind-key/0x564b2a0c5480]
1665807003.818423 yylex_token: bind
1665807003.818427 yylex_token: -N
1665807003.818432 yylex_token: Suspend the current client
1665807003.818436 yylex_token: C-z
1665807003.818440 yylex_token: suspend-client
1665807003.818445 cmd_parse_build_commands 0:0: bind
1665807003.818449 cmd_parse_build_commands 0:1: -N
1665807003.818453 cmd_parse_build_commands 0:2: Suspend the current client
1665807003.818456 cmd_parse_build_commands 0:3: C-z
1665807003.818461 cmd_parse_build_commands 0:4 0:0: suspend-client
1665807003.818466 cmd_parse_build_commands 0:0: suspend-client
1665807003.818473 args_parse: flags end at 1 of 1
1665807003.818477 cmd_parse_build_commands: suspend-client
1665807003.818481 args_parse: -N = Suspend the current client
1665807003.818485 args_parse: flags end at 3 of 5
1665807003.818489 args_parse: 3 = C-z (type 1)
1665807003.818493 args_parse: 4 = suspend-client (type 2)
1665807003.818501 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1665807003.818506 cmdq_get_command: [bind-key/0x564b2a0c42b0] group 18
1665807003.818510 cmdq_append <global>: [bind-key/0x564b2a0c42b0]
1665807003.818515 yylex_token: bind
1665807003.818519 yylex_token: -N
1665807003.818524 yylex_token: Select next layout
1665807003.818528 yylex_token: Space
1665807003.818535 yylex_token: next-layout
1665807003.818543 cmd_parse_build_commands 0:0: bind
1665807003.818549 cmd_parse_build_commands 0:1: -N
1665807003.818553 cmd_parse_build_commands 0:2: Select next layout
1665807003.818557 cmd_parse_build_commands 0:3: Space
1665807003.818561 cmd_parse_build_commands 0:4 0:0: next-layout
1665807003.818567 cmd_parse_build_commands 0:0: next-layout
1665807003.818573 args_parse: flags end at 1 of 1
1665807003.818577 cmd_parse_build_commands: next-layout
1665807003.818582 args_parse: -N = Select next layout
1665807003.818586 args_parse: flags end at 3 of 5
1665807003.818589 args_parse: 3 = Space (type 1)
1665807003.818593 args_parse: 4 = next-layout (type 2)
1665807003.818602 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1665807003.818607 cmdq_get_command: [bind-key/0x564b2a0c48b0] group 26
1665807003.818611 cmdq_append <global>: [bind-key/0x564b2a0c48b0]
1665807003.818616 yylex_token: bind
1665807003.818620 yylex_token: -N
1665807003.818625 yylex_token: Break pane to a new window
1665807003.818629 yylex_token: !
1665807003.818633 yylex_token: break-pane
1665807003.818638 cmd_parse_build_commands 0:0: bind
1665807003.818642 cmd_parse_build_commands 0:1: -N
1665807003.818646 cmd_parse_build_commands 0:2: Break pane to a new window
1665807003.818649 cmd_parse_build_commands 0:3: !
1665807003.818659 cmd_parse_build_commands 0:4 0:0: break-pane
1665807003.818665 cmd_parse_build_commands 0:0: break-pane
1665807003.818670 args_parse: flags end at 1 of 1
1665807003.818674 cmd_parse_build_commands: break-pane
1665807003.818679 args_parse: -N = Break pane to a new window
1665807003.818683 args_parse: flags end at 3 of 5
1665807003.818686 args_parse: 3 = ! (type 1)
1665807003.818690 args_parse: 4 = break-pane (type 2)
1665807003.818698 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1665807003.818704 cmdq_get_command: [bind-key/0x564b2a0c4d50] group 34
1665807003.818708 cmdq_append <global>: [bind-key/0x564b2a0c4d50]
1665807003.818713 yylex_token: bind
1665807003.818717 yylex_token: -N
1665807003.818722 yylex_token: Split window vertically
1665807003.818725 yylex_token: "
1665807003.818730 yylex_token: split-window
1665807003.818734 cmd_parse_build_commands 0:0: bind
1665807003.818738 cmd_parse_build_commands 0:1: -N
1665807003.818742 cmd_parse_build_commands 0:2: Split window vertically
1665807003.818746 cmd_parse_build_commands 0:3: "
1665807003.818750 cmd_parse_build_commands 0:4 0:0: split-window
1665807003.818755 cmd_parse_build_commands 0:0: split-window
1665807003.818762 args_parse: flags end at 1 of 1
1665807003.818766 cmd_parse_build_commands: split-window
1665807003.818771 args_parse: -N = Split window vertically
1665807003.818774 args_parse: flags end at 3 of 5
1665807003.818778 args_parse: 3 = " (type 1)
1665807003.818782 args_parse: 4 = split-window (type 2)
1665807003.818790 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1665807003.818796 cmdq_get_command: [bind-key/0x564b2a0c63a0] group 42
1665807003.818800 cmdq_append <global>: [bind-key/0x564b2a0c63a0]
1665807003.818805 yylex_token: bind
1665807003.818808 yylex_token: -N
1665807003.818813 yylex_token: List all paste buffers
1665807003.818817 yylex_token: #
1665807003.818821 yylex_token: list-buffers
1665807003.818826 cmd_parse_build_commands 0:0: bind
1665807003.818830 cmd_parse_build_commands 0:1: -N
1665807003.818834 cmd_parse_build_commands 0:2: List all paste buffers
1665807003.818837 cmd_parse_build_commands 0:3: #
1665807003.818841 cmd_parse_build_commands 0:4 0:0: list-buffers
1665807003.818846 cmd_parse_build_commands 0:0: list-buffers
1665807003.818851 args_parse: flags end at 1 of 1
1665807003.818855 cmd_parse_build_commands: list-buffers
1665807003.818860 args_parse: -N = List all paste buffers
1665807003.818864 args_parse: flags end at 3 of 5
1665807003.818867 args_parse: 3 = # (type 1)
1665807003.818871 args_parse: 4 = list-buffers (type 2)
1665807003.818879 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1665807003.818884 cmdq_get_command: [bind-key/0x564b2a0c6860] group 50
1665807003.818888 cmdq_append <global>: [bind-key/0x564b2a0c6860]
1665807003.818893 yylex_token: bind
1665807003.818897 yylex_token: -N
1665807003.818902 yylex_token: Rename current session
1665807003.818905 yylex_token: $
1665807003.818910 yylex_token: command-prompt
1665807003.818913 yylex_token: -I#S
1665807003.818918 yylex_token: rename-session
1665807003.818921 yylex_token: --
1665807003.818925 yylex_token: %%
1665807003.818931 cmd_parse_build_commands 0:0: bind
1665807003.818934 cmd_parse_build_commands 0:1: -N
1665807003.818938 cmd_parse_build_commands 0:2: Rename current session
1665807003.818942 cmd_parse_build_commands 0:3: $
1665807003.818946 cmd_parse_build_commands 0:4 0:0: command-prompt
1665807003.818950 cmd_parse_build_commands 0:4 0:1: -I#S
1665807003.818954 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1665807003.818958 cmd_parse_build_commands 0:4 0:2 0:1: --
1665807003.818962 cmd_parse_build_commands 0:4 0:2 0:2: %%
1665807003.818967 cmd_parse_build_commands 0:0: command-prompt
1665807003.818971 cmd_parse_build_commands 0:1: -I#S
1665807003.818975 cmd_parse_build_commands 0:2 0:0: rename-session
1665807003.818978 cmd_parse_build_commands 0:2 0:1: --
1665807003.818982 cmd_parse_build_commands 0:2 0:2: %%
1665807003.818992 cmd_parse_build_commands 0:0: rename-session
1665807003.818996 cmd_parse_build_commands 0:1: --
1665807003.819000 cmd_parse_build_commands 0:2: %%
1665807003.819006 args_parse: flags end at 2 of 3
1665807003.819010 args_parse: 2 = %% (type 1)
1665807003.819016 cmd_parse_build_commands: rename-session "%%"
1665807003.819020 args_parse: -I = #S
1665807003.819024 args_parse: flags end at 2 of 3
1665807003.819029 args_parse: 2 = rename-session "%%" (type 2)
1665807003.819037 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1665807003.819041 args_parse: -N = Rename current session
1665807003.819045 args_parse: flags end at 3 of 5
1665807003.819049 args_parse: 3 = $ (type 1)
1665807003.819056 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1665807003.819067 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1665807003.819073 cmdq_get_command: [bind-key/0x564b2a0c2560] group 58
1665807003.819077 cmdq_append <global>: [bind-key/0x564b2a0c2560]
1665807003.819083 yylex_token: bind
1665807003.819087 yylex_token: -N
1665807003.819092 yylex_token: Split window horizontally
1665807003.819095 yylex_get_word: %
1665807003.819100 yylex_token: split-window
1665807003.819103 yylex_token: -h
1665807003.819108 cmd_parse_build_commands 0:0: bind
1665807003.819112 cmd_parse_build_commands 0:1: -N
1665807003.819116 cmd_parse_build_commands 0:2: Split window horizontally
